SURVYEAR	NCESSCH	FIPST	LEAID	SCHNO	STID	SEASCH	LEANM	SCHNAM	PHONE	MSTREE	MCITY	MSTATE	MZIP	MZIP4	LSTREE	LCITY	LSTATE	LZIP	LZIP4	TYPE	STATUS	UNION	ULOCAL	LATCOD	LONCOD	CONUM	CONAME	CDCODE	CDCODE_112	BIES	RECONSTY	RECONSTF	SMEMPUP	ISMEMPUP	SFTEPUP	ISFTEPUP	SFLE	ISFLE	SPFEMALE	ISPFEMALE	SPWHITE	ISPWHITE	SPELM	ISPELM	FTE	GSLO	GSHI	PKOFFRD	KGOFFRD	G01OFFRD	G02OFFRD	G03OFFRD	G04OFFRD	G05OFFRD	G06OFFRD	G07OFFRD	G08OFFRD	G09OFFRD	G10OFFRD	G11OFFRD	G12OFFRD	UGOFFRD	LEVEL	TITLEISTAT	TITLEI	STITLI	MAGNET	CHARTR	SHARED	FRELCH	REDLCH	TOTFRL	RACECAT	PK	AMPKM	AMPKF	ASPKM	ASPKF	HIPKM	HIPKF	BLPKM	BLPKF	WHPKM	WHPKF	HPPKM	HPPKF	TRPKM	TRPKF	KG	AMKGM	AMKGF	ASKGM	ASKGF	HIKGM	HIKGF	BLKGM	BLKGF	WHKGM	WHKGF	HPKGM	HPKGF	TRKGM	TRKGF	G01	AM01M	AM01F	AS01M	AS01F	HI01M	HI01F	BL01M	BL01F	WH01M	WH01F	HP01M	HP01F	TR01M	TR01F	G02	AM02M	AM02F	AS02M	AS02F	HI02M	HI02F	BL02M	BL02F	WH02M	WH02F	HP02M	HP02F	TR02M	TR02F	G03	AM03M	AM03F	AS03M	AS03F	HI03M	HI03F	BL03M	BL03F	WH03M	WH03F	HP03M	HP03F	TR03M	TR03F	G04	AM04M	AM04F	AS04M	AS04F	HI04M	HI04F	BL04M	BL04F	WH04M	WH04F	HP04M	HP04F	TR04M	TR04F	G05	AM05M	AM05F	AS05M	AS05F	HI05M	HI05F	BL05M	BL05F	WH05M	WH05F	HP05M	HP05F	TR05M	TR05F	G06	AM06M	AM06F	AS06M	AS06F	HI06M	HI06F	BL06M	BL06F	WH06M	WH06F	HP06M	HP06F	TR06M	TR06F	G07	AM07M	AM07F	AS07M	AS07F	HI07M	HI07F	BL07M	BL07F	WH07M	WH07F	HP07M	HP07F	TR07M	TR07F	G08	AM08M	AM08F	AS08M	AS08F	HI08M	HI08F	BL08M	BL08F	WH08M	WH08F	HP08M	HP08F	TR08M	TR08F	G09	AM09M	AM09F	AS09M	AS09F	HI09M	HI09F	BL09M	BL09F	WH09M	WH09F	HP09M	HP09F	TR09M	TR09F	G10	AM10M	AM10F	AS10M	AS10F	HI10M	HI10F	BL10M	BL10F	WH10M	WH10F	HP10M	HP10F	TR10M	TR10F	G11	AM11M	AM11F	AS11M	AS11F	HI11M	HI11F	BL11M	BL11F	WH11M	WH11F	HP11M	HP11F	TR11M	TR11F	G12	AM12M	AM12F	AS12M	AS12F	HI12M	HI12F	BL12M	BL12F	WH12M	WH12F	HP12M	HP12F	TR12M	TR12F	UG	AMUGM	AMUGF	ASUGM	ASUGF	HIUGM	HIUGF	BLUGM	BLUGF	WHUGM	WHUGF	HPUGM	HPUGF	TRUGM	TRUGF	MEMBER	AM	AMALM	AMALF	ASIAN	ASALM	ASALF	HISP	HIALM	HIALF	BLACK	BLALM	BLALF	WHITE	WHALM	WHALF	PACIFIC	HPALM	HPALF	TR	TRALM	TRALF	TOTETH
2011	010000601413	01	0100006	01413	048	0095	MARSHALL COUNTY	ROBERT D SLOMAN PRIMARY	2565934912	P O BOX 270	DOUGLAS	AL	35964		200 BETHLEHEM RD	HORTON	AL	35950		1	1	000	42	34.177030	-86.321190	01095	MARSHALL COUNTY	0104	0104	2	N	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	40.04	PK	02	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	5	1	1	2	N	2	406	24	430	7	18	0	0	0	0	1	1	0	0	6	10	0	0	0	0	168	0	0	0	0	27	25	2	1	56	56	0	0	0	1	178	1	0	0	0	28	25	0	1	71	52	0	0	0	0	163	0	0	0	0	25	27	2	0	54	53	0	0	0	2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	527	1	1	0	0	0	0	159	81	78	6	4	2	358	187	171	0	0	0	3	0	3	527
2011	010000601434	01	0100006	01434	048	0040	MARSHALL COUNTY	BRINDLEE MT MIDDLE SCH	2567532820	1050 SCANT CITY ROAD	GUNTERSVILLE	AL	35976	6921	1050 SCANT CITY RD	GUNTERSVILLE	AL	35976	6921	1	1	000	42	34.377158	-86.422337	01095	MARSHALL COUNTY	0104	0104	2	N	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	36.99	06	09	2	2	2	2	2	2	2	1	1	1	1	2	2	2	2	2	5	1	1	2	N	2	181	30	211	7	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	102	1	0	0	0	4	1	1	0	44	50	0	0	0	1	114	0	0	0	0	2	2	3	2	54	51	0	0	0	0	109	0	0	1	0	0	2	1	2	48	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	325	1	1	0	1	1	0	11	6	5	9	5	4	302	146	156	0	0	0	1	0	1	325
2011	010000601585	01	0100006	01585	048	0042	MARSHALL COUNTY	BRINDLEE MT HIGH SCH	2567532800	994 SCANT CITY ROAD	GUNTERSVILLE	AL	35976		994 SCANT CITY RD	GUNTERSVILLE	AL	35976		1	1	000	42	34.376400	-86.421876	01095	MARSHALL COUNTY	0104	0104	2	N	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	27.33	08	12	2	2	2	2	2	2	2	2	2	1	1	1	1	1	2	3	5	1	1	2	N	2	186	35	221	7	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	4	0	0	0	0	0	0	0	0	1	3	0	0	0	0	106	0	0	0	0	0	1	0	2	49	54	0	0	0	0	89	0	0	0	0	1	0	0	0	49	38	0	0	1	0	103	0	0	0	0	1	1	0	0	54	47	0	0	0	0	80	0	0	0	0	0	1	0	0	41	38	0	0	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	382	0	0	0	0	0	0	5	2	3	2	0	2	374	194	180	0	0	0	1	1	0	382
2011	010000601685	01	0100006	01685	048	0145	MARSHALL COUNTY	KATE D SMITH DAR ELEM SCH	2567282226	6077 MAIN ST	GRANT	AL	35747	8333	6077 MAIN ST	GRANT	AL	35747	8333	1	1	000	42	34.534425	-86.254245	01095	MARSHALL COUNTY	0104	0104	2	N	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	32.52	KG	04	2	1	1	1	1	1	2	2	2	2	2	2	2	2	2	1	5	1	1	2	N	2	241	33	274	7	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	93	0	0	0	0	0	0	0	0	50	43	0	0	0	0	90	0	0	0	0	0	0	0	0	56	33	0	0	0	1	92	0	0	0	0	0	0	1	1	47	42	0	0	0	1	85	0	0	0	0	1	0	1	0	42	41	0	0	0	0	87	0	0	0	1	2	1	1	0	42	40	0	0	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	447	0	0	0	1	0	1	4	3	1	4	3	1	436	237	199	0	0	0	2	0	2	447
2011	010000601812	01	0100006	01812	048	0105	MARSHALL COUNTY	DOUGLAS MIDDLE SCH	2565931240	P O BOX 269	DOUGLAS	AL	35964	0269	HWY 75	DOUGLAS	AL	35964	0269	1	1	000	42	34.177536	-86.320895	01095	MARSHALL COUNTY	0104	0104	2	N	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	36.11	06	09	2	2	2	2	2	2	2	1	1	1	1	2	2	2	2	2	5	1	1	2	N	2	294	24	318	7	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	158	0	2	1	0	21	16	1	2	55	60	0	0	0	0	151	0	0	1	0	13	21	1	2	59	54	0	0	0	0	163	0	0	0	0	20	20	2	0	59	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	472	2	0	2	2	2	0	111	54	57	8	4	4	349	173	176	0	0	0	0	0	0	472
2011	010000700091	01	0100007	00091	158	0820	HOOVER CITY	TRACE CROSSINGS ELEM SCH	2054392700	5454 LEARNING LANE	HOOVER	AL	35244	4529	5454 LEARNING LN	HOOVER	AL	35244	4529	1	1	000	41	33.340886	-86.844733	01073	JEFFERSON COUNTY	0106	0106	2	N	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	49.60	PK	05	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	2	1	2	2	N	2	159	45	204	7	63	0	0	6	1	7	1	6	4	28	9	0	0	1	0	112	0	0	4	0	10	7	25	23	19	23	0	0	1	0	96	0	0	4	1	3	6	12	20	21	25	0	0	0	4	107	0	0	5	10	6	10	16	14	25	20	0	0	0	1	101	0	0	6	2	7	12	11	17	22	24	0	0	0	0	102	0	0	3	4	8	3	15	17	26	24	0	0	1	1	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	583	0	0	0	46	28	18	80	41	39	180	85	95	268	142	126	0	0	0	9	3	6	583
2011	010000700248	01	0100007	00248	158	0360	HOOVER CITY	GREYSTONE ELEM SCH	2054393200	300 VILLAGE ST	HOOVER	AL	35242	6447	300 VILLAGE ST	HOOVER	AL	35242	6447	1	1	000	13	33.413047	-86.658547	01117	SHELBY COUNTY	0106	0106	2	N	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	37.20	KG	05	2	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	6	2	N	2	N	2	14	9	23	7	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	79	0	0	4	3	2	2	0	1	40	26	0	0	1	0	87	0	0	2	5	0	1	1	2	47	27	0	0	2	0	94	0	0	1	3	2	2	3	0	41	42	0	0	0	0	105	0	0	4	6	0	2	3	0	49	40	0	0	1	0	110	0	0	3	4	1	0	4	1	48	47	0	0	2	0	119	0	0	3	6	2	3	5	4	48	47	0	0	0	1	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	594	0	0	0	44	17	27	17	7	10	24	16	8	502	273	229	0	0	0	7	6	1	594
2011	010000700251	01	0100007	00251	158	0400	HOOVER CITY	HOOVER HIGH SCH	2054391200	1000 BUCCANEER DRIVE	HOOVER	AL	35244	4511	1000 BUCCANEER DR	HOOVER	AL	35244	4511	1	1	000	41	33.344370	-86.837683	01073	JEFFERSON COUNTY	0106	0106	2	N	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	188.53	08	12	2	2	2	2	2	2	2	2	2	1	1	1	1	1	2	3	6	2	N	2	N	2	383	127	510	7	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	694	0	0	26	26	15	11	93	108	211	203	0	0	1	0	659	0	0	29	21	20	9	83	72	206	210	0	0	6	3	612	0	0	21	14	14	16	68	82	197	199	0	0	0	1	627	0	0	28	24	13	14	63	82	204	197	0	0	0	2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	2592	0	0	0	189	104	85	112	62	50	651	307	344	1627	818	809	0	0	0	13	7	6	2592
2011	010000700337	01	0100007	00337	158	0070	HOOVER CITY	BERRY MIDDLE SCH	2054392000	4500 JAGUAR DR.	HOOVER	AL	35242	4698	4500 JAGUAR DR	HOOVER	AL	35242	2518	1	1	000	13	33.395648	-86.732180	01117	SHELBY COUNTY	0106	0106	2	N	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	96.35	06	12	2	2	2	2	2	2	2	1	1	1	1	2	2	1	2	4	6	2	N	2	N	2	205	64	269	7	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	389	0	0	11	15	7	5	48	37	144	122	0	0	0	0	415	1	0	11	13	8	9	54	54	124	141	0	0	0	0	401	0	0	13	6	6	6	49	41	146	130	0	0	2	2	4	0	0	0	0	0	0	0	1	0	3	0	0	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	1210	1	1	0	69	35	34	41	21	20	284	151	133	811	414	397	0	0	0	4	2	2	1210
2011	010000700342	01	0100007	00342	158	0815	HOOVER CITY	SOUTH SHADES CREST ELEM SCH	2054393000	3770 SO SHADES CREST RD	HOOVER	AL	35244	4123	3770 SO SHADES CREST RD	HOOVER	AL	35244	4123	1	1	000	13	33.337527	-86.878390	01073	JEFFERSON COUNTY	0106	0106	2	N	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	41.40	KG	05	2	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	6	2	N	2	N	2	91	32	123	7	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	127	0	0	3	7	2	2	16	13	44	38	0	0	0	2	118	0	0	7	4	1	1	19	18	31	35	0	1	0	1	106	0	0	6	5	2	5	8	17	37	26	0	0	0	0	113	0	0	5	2	1	2	13	12	35	43	0	0	0	0	109	0	0	6	6	2	3	15	15	36	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	573	0	0	0	51	27	24	21	8	13	146	71	75	351	183	168	1	0	1	3	0	3	573
2011	010000701422	01	0100007	01422	158	0415	HOOVER CITY	ROBERT F BUMPUS MIDDLE SCH	2054392200	1730 LAKE CYRUS CLUB DR	HOOVER	AL	35244		1730 LAKE CYRUS CLUB DR	HOOVER	AL	35244		1	1	000	41	33.344485	-86.888679	01073	JEFFERSON COUNTY	0106	0106	2	N	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	51.40	06	09	2	2	2	2	2	2	2	1	1	1	1	2	2	2	2	2	6	2	N	2	N	2	116	46	162	7	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	0	0	20	11	5	11	52	59	122	115	0	0	0	1	346	0	0	12	11	9	6	66	37	96	108	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	742	0	0	0	54	32	22	31	14	17	214	118	96	441	218	223	0	0	0	2	0	2	742
2011	010000701456	01	0100007	01456	158	0010	HOOVER CITY	SPAIN PARK HIGH SCH	2054391400	4700 JAGUAR DRIVE	HOOVER	AL	35242		4700 JAGUAR DR	HOOVER	AL	35242		1	1	000	13	33.392710	-86.728785	01117	SHELBY COUNTY	0106	0106	2	N	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	127.25	08	12	2	2	2	2	2	2	2	2	2	1	1	1	1	1	2	3	6	2	N	2	N	2	202	66	268	7	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	0	0	10	12	9	6	45	50	145	129	0	0	0	0	380	0	0	8	8	8	5	43	45	122	139	1	0	0	1	377	0	0	3	3	1	5	51	41	127	145	0	0	1	0	372	0	0	7	8	6	9	33	37	148	120	1	1	2	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	1535	0	0	0	59	28	31	49	24	25	345	172	173	1075	542	533	3	2	1	4	3	1	1535
2011	010000701483	01	0100007	01483	158	0380	HOOVER CITY	DEER VALLEY ELEM SCH	2054393300	4990 ROSS BRIDGE PARKWAY	HOOVER	AL	35226		4990 ROSS BRIDGE PARKWAY	HOOVER	AL	35226		1	1	000	13	33.363896	-86.867364	01073	JEFFERSON COUNTY	0106	0106	2	N	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	53.80	KG	05	2	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	6	2	N	2	N	2	55	12	67	7	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	148	0	1	11	8	2	0	15	15	52	39	0	0	4	1	154	0	0	12	3	4	2	13	13	52	54	0	0	1	0	146	0	0	14	13	1	0	16	14	46	42	0	0	0	0	169	0	0	18	10	0	1	21	18	51	50	0	0	0	0	159	0	0	5	11	1	3	26	20	41	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	776	1	0	1	105	60	45	14	8	6	171	91	80	479	242	237	0	0	0	6	5	1	776
